Amount Pending,State,Tenure,Interest Rate,City,Bounce String,Disbursed Amount,Loan Number
1912,Maharashtra,8,0,Pune,SSS,15296,MONNF
1268,Maharashtra,8,0,Sangli,SSS,10144,ATJLZ
2371,Maharashtra,11,0,Ratnagiri,SSS,26081,GBDWG
1380,Maharashtra,8,0,Sangli,SSS,11040,MDW7X
1249,Maharashtra,8,0,Aurangabad,SSS,9992,XVLH6
1268,Maharashtra,8,0,Parbhani,SSS,10144,D73XX
1487,Maharashtra,8,0,Pune,SSS,11896,K296L
1768,Maharashtra,8,0,Aurangabad,SSS,14144,N3PFU
2006,Maharashtra,7,0,Pune,SBS,14042,8EBKS
2395,Maharashtra,11,0,Jalgaon,SSS,26345,P833K
1949,Maharashtra,11,0,YAVATMAL,SSS,21439,KUWLE
1666,Maharashtra,24,0,Solapur,SSS,39984,LKLZN
1646,Maharashtra,8,0,Chandrapur,BBS,13168,UWVD8
1540,Maharashtra,8,0,Pune,SSS,12320,Q5AT4
1863,Maharashtra,8,0,AHMED NAGAR,BBB,14904,5D8OY
874,Maharashtra,8,0,Solapur,SSS,6992,B91MP
1155,Maharashtra,8,0,Pune,SBS,9240,W4RWL
1287,Maharashtra,8,0,NANDURBAR,SSS,10296,FEGQL
2692,Maharashtra,7,0,Pune,SSS,18844,N9MJE
1487,Maharashtra,8,0,Latur,SSS,11896,ZQTYB
2240,Maharashtra,11,0,Pune,SSS,24640,2YY7X
4462,Maharashtra,8,0,Chandrapur,SSS,35696,K3K4B
2366,Maharashtra,24,0,Amravati,SSS,56784,UELUO
1469,Maharashtra,8,0,Pune,SSS,11752,4TKP7
2113,Maharashtra,11,0,Dhule,SSS,23243,AZVEH
2357,Maharashtra,7,0,Pune,SSB,16499,2Q9EC
1593,Maharashtra,8,0,Pune,SSS,12744,0STW2
1666,Maharashtra,24,0,Pune,SSS,39984,I8QXD
2372,Maharashtra,11,0,Beed,SSB,26092,HVP82
937,Maharashtra,8,0,Pune,SSS,7496,A177B
1062,Maharashtra,8,0,Solapur,SSS,8496,73RXJ
2157,Maharashtra,24,0,Nashik,SSS,51768,IW0BT
1668,Maharashtra,24,0,Nashik,SSS,40032,CN0G6
874,Maharashtra,8,0,Kolhapur,SSS,6992,57GNY
1312,Maharashtra,8,0,Sangli,SSS,10496,KG8CW
1274,Maharashtra,8,0,Nagpur,SSS,10192,S1GL4
1136,Maharashtra,8,0,Solapur,SSS,9088,JIO5Y
1540,Maharashtra,8,0,Pune,SBS,12320,1AN7H
1093,Maharashtra,8,0,Beed,SSS,8744,TYS8T
1805,Maharashtra,8,0,Nashik,SSS,14440,X70JE
999,Maharashtra,8,0,Jalgaon,SSB,7992,3TM75
2083,Maharashtra,24,0,Osmanabad,SSS,49992,B7KL1
1312,Maharashtra,8,0,Sangli,SSS,10496,Z7PZP
1093,Maharashtra,8,0,Aurangabad,BBB,8744,4YG81
1555,Maharashtra,8,0,Aurangabad,SSS,12440,KPWMI
1487,Maharashtra,8,0,Pune,SSS,11896,CFOC0
1268,Maharashtra,8,0,Nashik,SSB,10144,JXYCR
1434,Maharashtra,8,0,Pune,SSS,11472,33VHR
2240,Maharashtra,11,0,Pune,BBS,24640,XN2UA
1487,Maharashtra,8,0,Kolhapur,SSS,11896,A1DF8
2189,Maharashtra,24,0,Akola,SSS,52536,ZMO2C
1781,Maharashtra,8,0,Aurangabad,SSS,14248,02SRH
2399,Maharashtra,7,0,AHMED NAGAR,SSS,16793,1BL8A
1593,Maharashtra,8,0,YAVATMAL,SSS,12744,QRT8P
1805,Maharashtra,8,0,Wardha,SSS,14440,XB2WS
1381,Maharashtra,8,0,Pune,SSS,11048,3RC4Q
1268,Maharashtra,8,0,NANDURBAR,SBS,10144,PTGIB
874,Maharashtra,8,0,Kolhapur,SSS,6992,F7SA7
2579,Maharashtra,8,0,Satara,SBB,20632,UEOFS
1006,Maharashtra,8,0,Pune,SSS,8048,7LCEU
1155,Maharashtra,8,0,AHMED NAGAR,SSS,9240,Y9JYN
1178,Maharashtra,8,0,Aurangabad,BBB,9424,H3JUU
2671,Maharashtra,7,0,Pune,SSS,18697,7259B
2514,Maharashtra,7,0,Pune,BBS,17598,Z7Y2B
948,Maharashtra,8,0,Sangli,SSS,7584,WFPMN
874,Maharashtra,8,0,Pune,SSS,6992,Y28O0
1124,Maharashtra,8,0,Solapur,SSS,8992,CM58Y
2318,Maharashtra,11,0,Pune,SSB,25498,ZFJRA
948,Maharashtra,8,0,Pune,SSS,7584,10P29
1406,Maharashtra,8,0,Nagpur,SSS,11248,792YD
1593,Maharashtra,8,0,Aurangabad,SSS,12744,3M47A
2520,Maharashtra,7,0,Pune,SSB,17640,N50OT
1487,Maharashtra,8,0,YAVATMAL,SSB,11896,YL5KX
1999,Maharashtra,24,0,Nanded,SSS,47976,ENJHG
1469,Maharashtra,8,0,Pune,SSS,11752,DT74M
2478,Maharashtra,7,0,AHMED NAGAR,SSS,17346,B6W3T
2399,Maharashtra,7,0,Parbhani,SSS,16793,D0CS2
1540,Maharashtra,8,0,Jalna,SBS,12320,FAYH1
1806,Maharashtra,8,0,Kolhapur,SSS,14448,RSVAN
1062,Maharashtra,8,0,Nashik,SSS,8496,O2RE0
2659,Maharashtra,11,0,Solapur,SSS,29249,QZOI0
1073,Maharashtra,8,0,Beed,SSS,8584,PFSKM
1268,Maharashtra,8,0,Hingoli,SSS,10144,A5IGH
2018,Maharashtra,11,0,Nagpur,SSS,22198,ZOSQX
1328,Maharashtra,8,0,Nashik,SSS,10624,QFGHP
1287,Maharashtra,8,0,Nagpur,SSS,10296,T0FD3
1912,Maharashtra,8,0,Pune,SSS,15296,CMR6U
1912,Maharashtra,8,0,Nanded,SSS,15296,OUIL7
1487,Maharashtra,8,0,Pune,SSS,11896,6X8JI
1374,Maharashtra,8,0,AHMED NAGAR,SSS,10992,VOKJV
1593,Maharashtra,8,0,Sangli,SSS,12744,9S329
1768,Maharashtra,8,0,Pune,SSS,14144,510I9
1560,Maharashtra,8,0,AHMED NAGAR,SSS,12480,ZFQHX
3675,Maharashtra,8,0,Aurangabad,SSS,29400,6WZ6C
1449,Maharashtra,8,0,Beed,SSS,11592,FSWIC
1666,Maharashtra,24,0,Pune,SSS,39984,XTXWF
749,Maharashtra,8,0,Parbhani,SSS,5992,AQJAQ
1268,Maharashtra,8,0,Akola,SSS,10144,GCOVX
1349,Maharashtra,8,0,AHMED NAGAR,SSS,10792,3H8SJ
2045,Maharashtra,11,0,Nashik,SSS,22495,HLCRQ
1062,Maharashtra,8,0,AHMED NAGAR,SSS,8496,OQU80
1181,Maharashtra,8,0,Pune,BBB,9448,MK07W
2526,Maharashtra,11,0,AHMED NAGAR,SSS,27786,MH7VN
2240,Maharashtra,11,0,Pune,SSS,24640,8UITA
823,Maharashtra,8,0,Satara,SSS,6584,KJY2C
1178,Maharashtra,8,0,Pune,SSS,9424,5WYPH
749,Maharashtra,8,0,Latur,SSS,5992,AMSXB
1555,Maharashtra,8,0,Sangli,SSB,12440,WCPNO
2514,Maharashtra,7,0,Aurangabad,SSS,17598,N6OKF
1274,Maharashtra,8,0,Nagpur,SSS,10192,AE99X
1167,Maharashtra,8,0,Nashik,SSS,9336,NELZ9
1487,Maharashtra,8,0,Pune,SSS,11896,N5TIT
1062,Maharashtra,8,0,Nanded,SSS,8496,NXOJW
1124,Maharashtra,8,0,Mumbai,SSB,8992,C7Q2Z
1062,Maharashtra,8,0,Sindhudurg,SSS,8496,ZTVHH
1768,Maharashtra,8,0,Kolhapur,SSS,14144,IJ086
1087,Maharashtra,8,0,Nagpur,SSS,8696,TVGKX
1855,Maharashtra,8,0,Nashik,BBB,14840,C75G6
1136,Maharashtra,8,0,Nagpur,SSS,9088,MYDFG
2240,Maharashtra,11,0,Pune,SSS,24640,SOPHY
2318,Maharashtra,11,0,Pune,SSS,25498,K6ZO3
2399,Maharashtra,8,0,Nagpur,SSS,19192,NHFVO
1806,Maharashtra,8,0,Pune,SSS,14448,LAUID
1899,Maharashtra,8,0,Pune,SSS,15192,A8305
3013,Maharashtra,11,0,Buldhana,SSS,33143,VYKRB
1268,Maharashtra,8,0,Pune,SSS,10144,IA9BC
1487,Maharashtra,8,0,Wardha,SSS,11896,QNZ3R
4199,Maharashtra,8,0,Pune,SSS,33592,5ML0I
1949,Maharashtra,11,0,Kolhapur,SSS,21439,QS5NC
1806,Maharashtra,8,0,Kolhapur,SSS,14448,TMYBD
2836,Maharashtra,11,0,Aurangabad,SSS,31196,URNZ8
1181,Maharashtra,8,0,Pune,SSS,9448,7VHLV
1268,Maharashtra,8,0,Mumbai,SSS,10144,68YU5
1359,Maharashtra,8,0,Nagpur,SBS,10872,4AUOK
2057,Maharashtra,7,0,Beed,SSS,14399,LHQE9
937,Maharashtra,8,0,Aurangabad,SSS,7496,W2DOZ
1458,Maharashtra,24,0,Nashik,SSS,34992,67DAF
1818,Maharashtra,11,0,Kolhapur,SSS,19998,RELVW
1168,Maharashtra,8,0,Aurangabad,SSS,9344,PNGE6
1699,Maharashtra,8,0,Pune,SSS,13592,P6OWD
1323,Maharashtra,8,0,Pune,BBB,10584,5WTYZ
1624,Maharashtra,24,0,Sangli,SSS,38976,8U3I5
1806,Maharashtra,8,0,Nanded,SSS,14448,OES76
948,Maharashtra,8,0,Aurangabad,SSS,7584,J8HXP
1821,Maharashtra,11,0,Solapur,SSS,20031,BZB80
1835,Maharashtra,7,0,Pune,SSB,12845,6S4VZ
3013,Maharashtra,11,0,Pune,SSS,33143,S7SWQ
1073,Maharashtra,8,0,Pune,SSB,8584,87O3X
874,Maharashtra,8,0,Aurangabad,SSS,6992,8I6W6
2124,Maharashtra,8,0,Pune,SBS,16992,VL691
1093,Maharashtra,8,0,Pune,SSS,8744,Z1OQX
1011,Maharashtra,8,0,Pune,SSS,8088,IJKD3
1381,Maharashtra,8,0,Ratnagiri,SSB,11048,RUQC5
865,Maharashtra,8,0,Satara,SSB,6920,J5CCK
1274,Maharashtra,8,0,Solapur,SSS,10192,YF2AL
948,Maharashtra,8,0,Jalgaon,SSS,7584,VJM4L
2395,Maharashtra,11,0,Aurangabad,SSS,26345,4KS59
1268,Maharashtra,8,0,Akola,SSS,10144,3416U
1274,Maharashtra,8,0,Pune,BBS,10192,UANXR
1806,Maharashtra,8,0,Akola,SSS,14448,GOEX0
1977,Maharashtra,11,0,Buldhana,SSS,21747,XD6FL
1078,Maharashtra,8,0,Solapur,BBS,8624,PA9SK
1699,Maharashtra,8,0,Nagpur,SBS,13592,MDW8A
2536,Maharashtra,11,0,Nagpur,SSS,27896,PTJ7I
3013,Maharashtra,11,0,Solapur,SSS,33143,S8N0E
1818,Maharashtra,11,0,Osmanabad,SBS,19998,5YRK0
1149,Maharashtra,8,0,Pune,SBS,9192,S7VL0
1646,Maharashtra,8,0,Nanded,SSS,13168,SF7OO
1806,Maharashtra,8,0,Nanded,SSS,14448,8D02J
2503,Maharashtra,11,0,Sangli,SSS,27533,EM2ZQ
1845,Maharashtra,11,0,Solapur,SSS,20295,NG0LZ
1469,Maharashtra,8,0,Aurangabad,SBS,11752,ODA2N
2742,Maharashtra,7,0,Pune,SSS,19194,GSC8Z
1118,Maharashtra,8,0,Pune,SSS,8944,VCAQK
937,Maharashtra,8,0,Sangli,SSS,7496,FR82X
1012,Maharashtra,8,0,Pune,SSS,8096,4PUZ7
2395,Maharashtra,11,0,Pune,SSS,26345,90MCZ
2252,Maharashtra,24,0,Nashik,SSS,54048,Q09RH
1593,Maharashtra,8,0,Sangli,SSB,12744,9HLY8
1265,Maharashtra,8,0,Pune,SSS,10120,U80WN
1480,Maharashtra,8,0,Nashik,SSS,11840,MCOL2
1699,Maharashtra,8,0,Parbhani,SSS,13592,1NYJV
3399,Maharashtra,8,0,Aurangabad,SBB,27192,7HR8I
2371,Maharashtra,11,0,AHMED NAGAR,SSS,26081,XX7ZB
1818,Maharashtra,11,0,Nagpur,SSS,19998,BLMM5
1374,Maharashtra,8,0,Pune,SSS,10992,CKJ3L
1268,Maharashtra,8,0,Nashik,SSS,10144,5PZ97
1124,Maharashtra,8,0,Pune,SSB,8992,DLY7O
1855,Maharashtra,8,0,Pune,SSS,14840,EZAMZ
1949,Maharashtra,11,0,Latur,SSB,21439,H703V
874,Maharashtra,8,0,Sangli,SSS,6992,TOISJ
1593,Maharashtra,8,0,Nanded,SSS,12744,UBRGD
849,Maharashtra,8,0,Osmanabad,SSS,6792,MOEO6
1062,Maharashtra,8,0,Nashik,SSS,8496,6MX0R
1605,Maharashtra,8,0,Satara,SSS,12840,UNSYY
1540,Maharashtra,8,0,Pune,SSS,12320,M3WEE
1243,Maharashtra,8,0,Nanded,SSS,9944,8LT60
1649,Maharashtra,8,0,Pune,SSS,13192,WB0FL
1845,Maharashtra,11,0,Sangli,SBS,20295,X51NL
1365,Maharashtra,8,0,Solapur,SSS,10920,EJ9TW
1487,Maharashtra,8,0,AHMED NAGAR,SSS,11896,QC9JO
1806,Maharashtra,8,0,Pune,SBS,14448,YDPAZ
1806,Maharashtra,8,0,Aurangabad,SSS,14448,03ABY
3580,Maharashtra,24,0,Nagpur,SSS,85920,D3A3V
1912,Maharashtra,8,0,Aurangabad,SSS,15296,G6T6M
1418,Maharashtra,8,0,Aurangabad,SSS,11344,V4JSZ
1540,Maharashtra,8,0,Pune,SSS,12320,HHSW9
1374,Maharashtra,8,0,Pune,SSS,10992,NH5BY
1912,Maharashtra,8,0,Jalgaon,SSS,15296,WI5GJ
1949,Maharashtra,11,0,AHMED NAGAR,SSS,21439,XBFH5
1167,Maharashtra,8,0,Latur,SSS,9336,UNYK4
948,Maharashtra,8,0,NANDURBAR,SSS,7584,ZKY4A
2240,Maharashtra,11,0,Akola,BBB,24640,GNNL9
1646,Maharashtra,8,0,Pune,BBB,13168,CNLZN
1062,Maharashtra,8,0,Aurangabad,SBS,8496,OKBXE
698,Maharashtra,8,0,Kolhapur,SSS,5584,F6SD2
1487,Maharashtra,8,0,Nashik,SSS,11896,67FMR
1899,Maharashtra,8,0,Pune,SSB,15192,VMZ4U
1434,Maharashtra,8,0,Pune,SSS,11472,74ZVV
1487,Maharashtra,8,0,Solapur,SSS,11896,WTD2B
2083,Maharashtra,24,0,Nanded,SSS,49992,XWOA2
937,Maharashtra,8,0,Parbhani,BBB,7496,LS5KZ
1666,Maharashtra,24,0,Ratnagiri,SSS,39984,A0AH2
1487,Maharashtra,8,0,AHMED NAGAR,SSB,11896,7V4TI
3013,Maharashtra,11,0,Parbhani,SBB,33143,T2OWL
1912,Maharashtra,8,0,Pune,SSS,15296,MI6UY
2481,Maharashtra,11,0,Pune,SSS,27291,JT7N8
3477,Maharashtra,11,0,AHMED NAGAR,SSS,38247,XU687
1737,Maharashtra,8,0,AHMED NAGAR,SSS,13896,EA90I
2520,Maharashtra,7,0,Satara,SSS,17640,T8ITC
2320,Maharashtra,7,0,Nanded,BBB,16240,EQZ2R
2443,Maharashtra,8,0,Pune,SSS,19544,TL0YE
1406,Maharashtra,8,0,Jalgaon,SSS,11248,R1Z1W
1855,Maharashtra,8,0,Parbhani,BBB,14840,0YX2S
1999,Maharashtra,24,0,Solapur,BBB,47976,KAMHO
1924,Maharashtra,8,0,Akola,SSS,15392,9JT1W
3013,Maharashtra,11,0,Ratnagiri,SSS,33143,M6857
1912,Maharashtra,8,0,Nanded,SSS,15296,PH57X
3399,Maharashtra,8,0,Parbhani,SSS,27192,Y8M5C
1359,Maharashtra,8,0,Thane,SSS,10872,6VJLL
698,Maharashtra,8,0,Solapur,SSS,5584,CEXCP
1499,Maharashtra,8,0,Pune,SSS,11992,CGKTT
1666,Maharashtra,24,0,Pune,SSS,39984,BSEN8
2671,Maharashtra,7,0,Solapur,SSS,18697,06ZV1
1540,Maharashtra,8,0,Nagpur,SSS,12320,0VARG
1699,Maharashtra,8,0,Pune,SSB,13592,GC1WY
2083,Maharashtra,24,0,Pune,SSS,49992,QDS4U
624,Maharashtra,8,0,Pune,SBS,4992,N9N4B
1137,Maharashtra,8,0,Aurangabad,SSS,9096,19GE2
3768,Maharashtra,8,0,Nanded,SSS,30144,23YKB
2240,Maharashtra,11,0,Sangli,BBB,24640,N48H5
1198,Maharashtra,8,0,Aurangabad,SSS,9584,SYFA5
3013,Maharashtra,11,0,Pune,SSS,33143,917CA
1374,Maharashtra,8,0,Nashik,SBB,10992,FG21T
1593,Maharashtra,8,0,Aurangabad,SSB,12744,7K2C8
999,Maharashtra,8,0,Jalna,SBB,7992,V1Z5V
2124,Maharashtra,8,0,Sangli,SSS,16992,P88TN
1062,Maharashtra,8,0,Pune,BS,8496,8ND7Z
1087,Maharashtra,8,0,AHMED NAGAR,SS,8696,FRTFM
2371,Maharashtra,11,0,Jalgaon,SB,26081,RBFRT
1312,Maharashtra,8,0,Pune,SB,10496,NSXZW
1912,Maharashtra,8,0,AHMED NAGAR,SS,15296,5UK2H
1912,Maharashtra,8,0,Aurangabad,SS,15296,FK3VY
874,Maharashtra,8,0,Pune,SS,6992,7SXBX
2252,Maharashtra,24,0,Nashik,SS,54048,I6WHL
2337,Maharashtra,8,0,Beed,SS,18696,V5PWN
2124,Maharashtra,8,0,Aurangabad,BB,16992,SZ0KJ
2371,Maharashtra,11,0,Kolhapur,BS,26081,7PBJ1
1806,Maharashtra,8,0,Pune,BS,14448,5EAGH
2018,Maharashtra,8,0,Sangli,SS,16144,FRWPM
2337,Maharashtra,8,0,Pune,SS,18696,LHEDL
2671,Maharashtra,7,0,Nagpur,SB,18697,3GAKH
1487,Maharashtra,8,0,Pune,SS,11896,RMR4B
2177,Maharashtra,11,0,Nashik,BB,23947,SWDAR
2536,Maharashtra,11,0,Satara,SS,27896,5D3RB
2240,Maharashtra,11,0,Pune,SS,24640,0G7O5
1136,Maharashtra,8,0,Aurangabad,SS,9088,JRUJP
3579,Maharashtra,8,0,Solapur,BB,28632,38MD7
1062,Maharashtra,8,0,Pune,SS,8496,64A15
2103,Maharashtra,11,0,Sangli,SS,23133,LA467
2337,Maharashtra,8,0,Pune,SS,18696,3UHE4
1402,Maharashtra,8,0,Pune,SB,11216,KZUOO
1062,Maharashtra,8,0,Dhule,BB,8496,GLPAO
1499,Maharashtra,8,0,Pune,SB,11992,G1S1V
1855,Maharashtra,8,0,Latur,SS,14840,5LELU
1243,Maharashtra,8,0,Satara,SB,9944,RPQCZ
1793,Maharashtra,8,0,Pune,SS,14344,WP5GW
1499,Maharashtra,24,0,Pune,BS,35976,EKA0R
874,Maharashtra,8,0,Aurangabad,BS,6992,R3XK1
1312,Maharashtra,8,0,Aurangabad,SS,10496,BO4Y7
3383,Maharashtra,11,0,Nagpur,SS,37213,50H4G
2240,Maharashtra,11,0,Nashik,BS,24640,G2CTH
2240,Maharashtra,11,0,Buldhana,SS,24640,63R97
2526,Maharashtra,11,0,Akola,SB,27786,Z68SY
1087,Maharashtra,8,0,Aurangabad,BB,8696,7CUBP
2385,Maharashtra,11,0,Kolhapur,SS,26235,38PU1
2799,Maharashtra,8,0,Solapur,SS,22392,S0HW4
865,Maharashtra,8,0,Aurangabad,BS,6920,9PNSO
990,Maharashtra,8,0,Nashik,BS,7920,4RHH9
874,Maharashtra,8,0,Aurangabad,BB,6992,VYXSE
2124,Maharashtra,8,0,Kolhapur,SS,16992,WLSSA
1312,Maharashtra,8,0,Pune,BB,10496,7YZIO
1318,Maharashtra,11,0,Aurangabad,SS,14498,KF6J0
1699,Maharashtra,8,0,Nagpur,SB,13592,5IF3W
1977,Maharashtra,11,0,Nagpur,SS,21747,6M7XV
1582,Maharashtra,8,0,Beed,SS,12656,RU5PS
1806,Maharashtra,8,0,Nagpur,SS,14448,9NYJJ
1349,Maharashtra,8,0,Solapur,BS,10792,0OXCD
1249,Maharashtra,8,0,Aurangabad,SB,9992,JASCL
1912,Maharashtra,8,0,Nashik,BS,15296,I4HM5
1806,Maharashtra,8,0,Sangli,SS,14448,2YCFT
1855,Maharashtra,8,0,Nashik,SS,14840,792B0
2343,Maharashtra,24,0,Pune,SS,56232,14VVG
1593,Maharashtra,8,0,Nagpur,SS,12744,3TUR4
1434,Maharashtra,8,0,Parbhani,SS,11472,1UIY2
948,Maharashtra,8,0,Aurangabad,SB,7584,HFCGP
1972,Maharashtra,11,0,Akola,BS,21692,D7Q4J
2252,Maharashtra,24,0,Akola,SS,54048,P7B3P
1062,Maharashtra,8,0,Pune,SS,8496,88TVK
2395,Maharashtra,11,0,Latur,SS,26345,NTXL7
999,Maharashtra,8,0,Nashik,SS,7992,49CER
2901,Maharashtra,7,0,Nashik,SS,20307,137KB
2440,Maharashtra,11,0,Pune,SB,26840,3J5KO
1487,Maharashtra,8,0,Nagpur,BB,11896,IRO86
1749,Maharashtra,24,0,Aurangabad,SS,41976,YON00
1487,Maharashtra,8,0,Mumbai,SS,11896,GWCUB
2395,Maharashtra,11,0,Sangli,SS,26345,LH7JJ
1268,Maharashtra,8,0,Pune,BB,10144,U5ANN
1912,Maharashtra,8,0,Osmanabad,SS,15296,FY7KY
874,Maharashtra,8,0,Pune,SS,6992,JBI30
2481,Maharashtra,11,0,Akola,SS,27291,DXFAN
2371,Maharashtra,11,0,Aurangabad,SS,26081,1GQET
1374,Maharashtra,8,0,Pune,SS,10992,P6PW6
1181,Maharashtra,8,0,Pune,SS,9448,QU099
3477,Maharashtra,11,0,Nashik,SS,38247,562C4
948,Maharashtra,8,0,Latur,BB,7584,RZPPW
3093,Maharashtra,8,0,Sangli,SS,24744,IYQ8T
1171,Maharashtra,8,0,Pune,SB,9368,2Z2Q9
1062,Maharashtra,8,0,Solapur,SS,8496,NQTQY
1012,Maharashtra,8,0,Solapur,SS,8096,JRPYZ
4199,Maharashtra,8,0,Nashik,SS,33592,4PZ7R
1381,Maharashtra,8,0,Sangli,SS,11048,4H4FC
2109,Maharashtra,11,0,Aurangabad,SS,23199,VVVOP
3421,Maharashtra,11,0,Pune,SS,37631,FUTJ7
1605,Maharashtra,8,0,Jalgaon,SS,12840,XXL5Z
1181,Maharashtra,8,0,Pune,SS,9448,7DRPX
1805,Maharashtra,8,0,Ratnagiri,SS,14440,BF9OF
1855,Maharashtra,8,0,NANDURBAR,SS,14840,N3991
1268,Maharashtra,8,0,Aurangabad,SS,10144,XQ9ZH
2440,Maharashtra,11,0,AHMED NAGAR,SS,26840,RPDWY
2914,Maharashtra,7,0,Aurangabad,SS,20398,PUGYC
1949,Maharashtra,11,0,Kolhapur,SS,21439,X1VV3
1806,Maharashtra,8,0,Nashik,SS,14448,96I3B
2309,Maharashtra,11,0,Pune,SS,25399,P29GK
1080,Maharashtra,8,0,Sindhudurg,SS,8640,OVGYS
2240,Maharashtra,11,0,Aurangabad,SS,24640,904D3
1972,Maharashtra,11,0,Aurangabad,BS,21692,8RV39
1449,Maharashtra,8,0,Nashik,SS,11592,BWO96
2249,Maharashtra,8,0,Solapur,SS,17992,XXKPE
2254,Maharashtra,11,0,Solapur,BS,24794,RNRJZ
3054,Maharashtra,11,0,Pune,SS,33594,2TKSV
1268,Maharashtra,8,0,Pune,SS,10144,D1UMR
874,Maharashtra,8,0,Pune,BB,6992,VNN8I
2325,Maharashtra,8,0,Pune,SS,18600,MS658
2083,Maharashtra,24,0,Nashik,SS,49992,ODYOV
1772,Maharashtra,24,0,Kolhapur,SB,42528,R0P2Q
2536,Maharashtra,11,0,Nagpur,SS,27896,6XFYQ
1699,Maharashtra,8,0,Aurangabad,SS,13592,663M1
1666,Maharashtra,24,0,Sangli,SS,39984,I392I
1912,Maharashtra,8,0,Wardha,SB,15296,0U9KN
2109,Maharashtra,11,0,Nashik,SS,23199,MFXT6
1581,Maharashtra,11,0,Nanded,SB,17391,S1RML
1593,Maharashtra,8,0,Pune,BB,12744,W7Y1K
1049,Maharashtra,8,0,Pune,SS,8392,ZK0JT
1274,Maharashtra,8,0,Kolhapur,SS,10192,N2JUT
1487,Maharashtra,8,0,Pune,SS,11896,JFZOP
1449,Maharashtra,8,0,Aurangabad,SS,11592,5896F
2366,Maharashtra,24,0,Sangli,SS,56784,VHYQ9
1806,Maharashtra,8,0,Kolhapur,SB,14448,UKUGT
1540,Maharashtra,8,0,Beed,SS,12320,9W2M0
1593,Maharashtra,8,0,Pune,SS,12744,P8T6Q
2083,Maharashtra,24,0,Nagpur,BS,49992,3YJVG
874,Maharashtra,8,0,Aurangabad,SS,6992,YWRJC
2514,Maharashtra,7,0,Kolhapur,SS,17598,UZ0PV
2395,Maharashtra,11,0,Nashik,SS,26345,ZYPSV
2083,Maharashtra,24,0,Pune,SS,49992,WN8A2
874,Maharashtra,8,0,Nashik,SS,6992,JJR0U
1136,Maharashtra,8,0,AHMED NAGAR,SS,9088,GCBQJ
1268,Maharashtra,8,0,Nagpur,SB,10144,QT3EI
1646,Maharashtra,8,0,Solapur,BS,13168,QD825
1268,Maharashtra,8,0,Akola,SS,10144,R4Z99
1666,Maharashtra,24,0,Pune,SS,39984,H0YW6
1062,Maharashtra,8,0,Osmanabad,SS,8496,DT5N6
3013,Maharashtra,11,0,Bhandara,SS,33143,XJ2KJ
4780,Maharashtra,8,0,Nashik,SS,38240,MXJV5
2083,Maharashtra,24,0,Pune,BS,49992,5T86W
1518,Maharashtra,11,0,Aurangabad,SS,16698,A4HUJ
1149,Maharashtra,8,0,Amravati,SS,9192,Y7FE4
1268,Maharashtra,8,0,Pune,SS,10144,MWK38
2914,Maharashtra,7,0,Pune,SS,20398,CKEZG
1274,Maharashtra,8,0,Aurangabad,SS,10192,98F2I
1806,Maharashtra,8,0,Akola,BB,14448,PR0VP
1381,Maharashtra,8,0,Nagpur,BB,11048,YH7FE
1374,Maharashtra,8,0,Kolhapur,BS,10992,GNA3N
2395,Maharashtra,11,0,Jalgaon,SB,26345,B856R
1662,Maharashtra,8,0,Sangli,SS,13296,33ALL
862,Maharashtra,8,0,Kolhapur,BS,6896,DTMN3
749,Maharashtra,8,0,Amravati,SS,5992,XMUWI
1274,Maharashtra,8,0,Latur,SS,10192,CN3RI
2672,Maharashtra,11,0,Nashik,SS,29392,2DCMX
1374,Maharashtra,8,0,Akola,SS,10992,TIWNX
1924,Maharashtra,8,0,Pune,SS,15392,JZPRO
2018,Maharashtra,11,0,Pune,SS,22198,CVN3M
1912,Maharashtra,8,0,Wardha,SS,15296,XGC4K
1806,Maharashtra,8,0,Beed,SS,14448,WBV78
1818,Maharashtra,11,0,Pune,SS,19998,KNDK5
2071,Maharashtra,8,0,AHMED NAGAR,SS,16568,NCR6F
1093,Maharashtra,8,0,Pune,SS,8744,1G8WJ
1805,Maharashtra,8,0,Latur,SS,14440,8KJF3
1688,Maharashtra,8,0,Nashik,SS,13504,KZOUZ
874,Maharashtra,8,0,Aurangabad,BS,6992,8BUWT
2113,Maharashtra,11,0,Pune,SS,23243,12IOA
2189,Maharashtra,24,0,Solapur,SS,52536,CODJN
1312,Maharashtra,8,0,Pune,SS,10496,PW194
1593,Maharashtra,8,0,Kolhapur,BB,12744,9ZDDW
1749,Maharashtra,8,0,Nashik,BS,13992,GU6W9
1268,Maharashtra,8,0,Aurangabad,SS,10144,S9EWY
1806,Maharashtra,8,0,Aurangabad,SS,14448,2FMBJ
1062,Maharashtra,8,0,Aurangabad,SB,8496,1YIPO
2812,Maharashtra,8,0,AHMED NAGAR,SS,22496,WSNI7
1768,Maharashtra,8,0,Buldhana,BS,14144,DPH9V
2302,Maharashtra,24,0,Nagpur,SS,55248,OXFYR
3035,Maharashtra,7,0,Buldhana,SS,21245,ECEEM
1268,Maharashtra,8,0,Sangli,SS,10144,9DH67
1268,Maharashtra,8,0,Pune,SS,10144,ALHYP
1268,Maharashtra,8,0,Aurangabad,SS,10144,0EU65
2520,Maharashtra,7,0,Aurangabad,SS,17640,Y5XSK
2083,Maharashtra,24,0,Chandrapur,SS,49992,7DNH2
